trackTargetTrigger groupIndex triggerTime triggerWord
11 198 1759437518113455272 15
11 198 1759437518113455304 46
11 198 1759437518113457584 11
11 199 1759437522959497992 19
11 199 1759437522959498000 12
11 199 1759437522959498016 15
11 199 1759437522959498048 46
11 199 1759437522959500328 11
11 200 1759437525003313616 19
11 200 1759437525003313624 12
11 200 1759437525003313640 15
11 200 1759437525003313672 46
11 200 1759437525003315952 11
11 201 1759437527163780648 19
11 201 1759437527163780656 12
11 201 1759437527163780672 15
11 201 1759437527163780704 46
11 201 1759437527163782984 11
11 202 1759437530629678024 19
11 202 1759437530629678032 12
11 202 1759437530629678048 15
11 202 1759437530629678080 46
11 202 1759437530629680360 11
11 203 1759437533541931880 19
11 203 1759437533541931888 12
11 203 1759437533541931904 15
11 203 1759437533541931936 46
11 203 1759437533541934216 11
11 204 1759437536462862448 19
11 204 1759437536462862456 12
11 204 1759437536462862472 15
11 204 1759437536462862504 46
11 204 1759437536462864784 11
11 205 1759437538951956656 19
11 205 1759437538951956664 12
11 205 1759437538951956680 15
11 205 1759437538951956712 46
11 205 1759437538951958992 11
11 206 1759437543206802768 19
11 206 1759437543206802776 12
11 206 1759437543206802792 15
11 206 1759437543206802824 46
11 206 1759437543206805104 11
11 207 1759437545747638248 19
11 207 1759437545747638256 12
11 207 1759437545747638272 15
11 207 1759437545747638304 46
11 207 1759437545747640584 11
11 208 1759437549780353648 19
11 208 1759437549780353656 12
11 208 1759437549780353672 15
11 208 1759437549780353704 46
11 208 1759437549780355984 11
11 209 1759437552768799768 19
11 209 1759437552768799776 12
11 209 1759437552768799792 15
11 209 1759437552768799824 46
11 209 1759437552768802104 11
11 210 1759437554871695096 19
11 210 1759437554871695104 12
11 210 1759437554871695120 15
11 210 1759437554871695152 46
11 210 1759437554871697432 11
11 211 1759437558262143112 19
11 211 1759437558262143120 12
11 211 1759437558262143136 15
11 211 1759437558262143168 46
11 211 1759437558262145448 11
11 212 1759437561226504200 19
11 212 1759437561226504208 12
11 212 1759437561226504224 15
11 212 1759437561226504256 46
11 212 1759437561226506536 11
11 213 1759437564358643600 19
11 213 1759437564358643608 12
11 213 1759437564358643624 15
11 213 1759437564358643656 46
11 213 1759437564358645936 11
11 214 1759437566854929008 19
11 214 1759437566854929016 12
11 214 1759437566854929032 15
11 214 1759437566854929064 46
11 214 1759437566854931344 11
11 215 1759437569198593168 19
11 215 1759437569198593176 12
11 215 1759437569198593192 15
11 215 1759437569198593224 46
11 215 1759437569198595504 11
11 216 1759437574147992072 19
11 216 1759437574147992080 12
11 216 1759437574147992096 15
11 216 1759437574147992128 46
11 216 1759437574147994408 11
11 217 1759437577849739008 19
11 217 1759437577849739016 12
11 217 1759437577849739032 15
11 217 1759437577849739064 46
11 217 1759437577849741344 11
11 218 1759437580009369064 19
11 218 1759437580009369072 12
11 218 1759437580009369088 15
11 218 1759437580009369120 46
11 218 1759437580009371400 11
11 219 1759437583428671808 19
11 219 1759437583428671816 12
11 219 1759437583428671832 15
11 219 1759437583428671864 46
11 219 1759437583428674144 11
11 220 1759437586478014072 19
11 220 1759437586478014080 12
11 220 1759437586478014096 15
11 220 1759437586478014128 46
11 220 1759437586478016408 11
11 221 1759437588917515376 19
11 221 1759437588917515384 12
11 221 1759437588917515400 15
11 221 1759437588917515432 46
11 221 1759437588917517712 11
11 222 1759437591288035840 19
11 222 1759437591288035848 12
11 222 1759437591288035864 15
11 222 1759437591288035896 46
11 222 1759437591288038176 11
11 223 1759437593762504600 19
11 223 1759437593762504608 12
11 223 1759437593762504624 15
11 223 1759437593762504656 46
11 223 1759437593762506936 11
11 224 1759437596830156968 19
11 224 1759437596830156976 12
11 224 1759437596830156992 15
11 224 1759437596830157024 46
11 224 1759437596830159304 11
11 225 1759437599666355952 19
11 225 1759437599666355960 12
11 225 1759437599666355976 15
11 225 1759437599666356008 46
11 225 1759437599666358288 11
11 226 1759437602366379624 19
11 226 1759437602366379632 12
11 226 1759437602366379648 15
11 226 1759437602366379680 46
11 226 1759437602366381960 11
11 227 1759437606280524712 19
11 227 1759437606280524720 12
11 227 1759437606280524736 15
11 227 1759437606280524768 46
11 227 1759437606280527048 11
11 228 1759437608525090376 19
11 228 1759437608525090384 12
11 228 1759437608525090400 15
11 228 1759437608525090432 46
11 228 1759437608525092712 11
11 229 1759437610655567872 19
11 229 1759437610655567880 12
11 229 1759437610655567896 15
11 229 1759437610655567928 46
11 229 1759437610655570208 11
11 230 1759437613465287672 19
11 230 1759437613465287680 12
11 230 1759437613465287696 15
11 230 1759437613465287728 46
11 230 1759437613465290008 11
11 231 1759437615746377816 19
11 231 1759437615746377824 12
11 231 1759437615746377840 15
11 231 1759437615746377872 46
11 231 1759437615746380152 11
11 232 1759437620960957704 19
11 232 1759437620960957712 12
11 232 1759437620960957728 15
11 232 1759437620960957760 46
11 232 1759437620960960040 11
11 233 1759437626517780840 19
11 233 1759437626517780848 12
11 233 1759437626517780864 15
11 233 1759437626517780896 46
11 233 1759437626517783176 11
11 234 1759437629154004312 19
11 234 1759437629154004320 12
11 234 1759437629154004336 15
11 234 1759437629154004368 46
11 234 1759437629154006648 11
11 235 1759437631857885632 19
11 235 1759437631857885640 12
11 235 1759437631857885656 15
11 235 1759437631857885688 46
11 235 1759437631857887968 11
11 236 1759437634142705136 19
11 236 1759437634142705144 12
11 236 1759437634142705160 15
11 236 1759437634142705192 46
11 236 1759437634142707472 11
11 237 1759437636690342640 19
11 237 1759437636690342648 12
11 237 1759437636690342664 15
11 237 1759437636690342696 46
11 237 1759437636690344976 11
11 238 1759437639166266264 19
11 238 1759437639166266272 12
11 238 1759437639166266288 15
11 238 1759437639166266320 46
11 238 1759437639166268600 11
11 239 1759437642094029312 19
11 239 1759437642094029320 12
11 239 1759437642094029336 15
11 239 1759437642094029368 46
11 239 1759437642094031648 11
11 240 1759437645237538200 19
11 240 1759437645237538208 12
11 240 1759437645237538224 15
11 240 1759437645237538256 46
11 240 1759437645237540536 11
11 241 1759437647368935440 19
11 241 1759437647368935448 12
11 241 1759437647368935464 15
11 241 1759437647368935496 46
11 241 1759437647368937776 11
11 242 1759437649850993680 19
11 242 1759437649850993688 12
11 242 1759437649850993704 15
11 242 1759437649850993736 46
11 242 1759437649850996016 11
11 243 1759437651871705336 19
11 243 1759437651871705344 12
11 243 1759437651871705360 15
11 243 1759437651871705392 46
11 243 1759437651871707672 11
11 244 1759437655656566488 19
11 244 1759437655656566496 12
11 244 1759437655656566512 15
11 244 1759437655656566544 46
11 244 1759437655656568824 11
11 245 1759437658523683408 19
11 245 1759437658523683416 12
11 245 1759437658523683432 15
11 245 1759437658523683464 46
11 245 1759437658523685744 11
11 246 1759437661237602728 19
11 246 1759437661237602736 12
11 246 1759437661237602752 15
11 246 1759437661237602784 46
11 246 1759437661237605064 11
11 247 1759437664712727256 19
11 247 1759437664712727264 12
11 247 1759437664712727280 15
11 247 1759437664712727312 46
11 247 1759437664712729592 11
11 248 1759437667837998224 19
11 248 1759437667837998232 12
11 248 1759437667837998248 15
11 248 1759437667837998280 46
11 248 1759437667838000560 11
11 249 1759437670464219336 19
11 249 1759437670464219344 12
11 249 1759437670464219360 15
11 249 1759437670464219392 46
11 249 1759437670464221672 11
11 250 1759437672586626416 19
11 250 1759437672586626424 12
11 250 1759437672586626440 15
11 250 1759437672586626472 46
11 250 1759437672586628752 11
11 251 1759437674591017632 19
11 251 1759437674591017640 12
11 251 1759437674591017656 15
11 251 1759437674591017688 46
11 251 1759437674591019968 11
11 252 1759437678043047368 19
11 252 1759437678043047376 12
11 252 1759437678043047392 15
11 252 1759437678043047424 46
11 252 1759437678043049704 11
11 253 1759437680465498440 19
11 253 1759437680465498448 12
11 253 1759437680465498464 15
11 253 1759437680465498496 46
11 253 1759437680465500776 11
11 254 1759437683029775288 19
11 254 1759437683029775296 12
11 254 1759437683029775312 15
11 254 1759437683029775344 46
11 254 1759437683029777624 11
11 255 1759437686853164880 19
11 255 1759437686853164888 12
11 255 1759437686853164904 15
11 255 1759437686853164936 46
11 255 1759437686853167216 11
11 256 1759437691210658376 19
11 256 1759437691210658384 12
11 256 1759437691210658400 15
11 256 1759437691210658432 46
11 256 1759437691210660712 11
11 257 1759437693961120128 19
11 257 1759437693961120136 12
11 257 1759437693961120152 15
11 257 1759437693961120184 46
11 257 1759437693961122464 11
11 258 1759437698687387256 19
11 258 1759437698687387264 12
11 258 1759437698687387280 15
11 258 1759437698687387312 46
11 258 1759437698687389592 11
11 259 1759437700973939744 19
11 259 1759437700973939752 12
11 259 1759437700973939768 15
11 259 1759437700973939800 46
11 259 1759437700973942080 11
11 260 1759437703778304272 19
11 260 1759437703778304280 12
11 260 1759437703778304296 15
11 260 1759437703778304328 46
11 260 1759437703778306608 11
11 261 1759437706492235048 19
11 261 1759437706492235056 12
11 261 1759437706492235072 15
11 261 1759437706492235104 46
11 261 1759437706492237384 11
11 262 1759437709911924480 19
11 262 1759437709911924488 12
11 262 1759437709911924504 15
11 262 1759437709911924536 46
11 262 1759437709911926816 11
11 263 1759437713152647992 19
11 263 1759437713152648000 12
11 263 1759437713152648016 15
11 263 1759437713152648048 46
11 263 1759437713152650328 11
11 264 1759437715965800432 19
11 264 1759437715965800440 12
11 264 1759437715965800456 15
11 264 1759437715965800488 46
11 264 1759437715965802768 11
11 265 1759437719339458456 19
11 265 1759437719339458464 12
11 265 1759437719339458480 15
11 265 1759437719339458512 46
11 265 1759437719339460792 11
11 266 1759437721982870432 19
11 266 1759437721982870440 12
11 266 1759437721982870456 15
11 266 1759437721982870488 46
11 266 1759437721982872768 11
11 267 1759437724732269712 19
11 267 1759437724732269720 12
11 267 1759437724732269736 15
11 267 1759437724732269768 46
11 267 1759437724732272048 11
11 268 1759437727135882720 19
11 268 1759437727135882728 12
11 268 1759437727135882744 15
11 268 1759437727135882776 46
11 268 1759437727135885056 11
11 269 1759437730280414800 19
11 269 1759437730280414808 12
11 269 1759437730280414824 15
11 269 1759437730280414856 46
11 269 1759437730280417136 11
11 270 1759437732931085416 19
11 270 1759437732931085424 12
11 270 1759437732931085440 15
11 270 1759437732931085472 46
11 270 1759437732931087752 11
11 271 1759437739552191048 19
11 271 1759437739552191056 12
11 271 1759437739552191072 15
11 271 1759437739552191104 46
11 271 1759437739552193384 11
11 272 1759437743716125680 19
11 272 1759437743716125688 12
11 272 1759437743716125704 15
11 272 1759437743716125736 46
11 272 1759437743716128016 11
11 273 1759437749649683208 19
11 273 1759437749649683216 12
11 273 1759437749649683232 15
11 273 1759437749649683264 46
11 273 1759437749649685544 11
11 274 1759437751973251656 19
11 274 1759437751973251664 12
11 274 1759437751973251680 15
11 274 1759437751973251712 46
11 274 1759437751973253992 11
11 275 1759437754133269312 19
11 275 1759437754133269320 12
11 275 1759437754133269336 15
11 275 1759437754133269368 46
11 275 1759437754133271648 11
11 276 1759437757209408456 19
11 276 1759437757209408464 12
11 276 1759437757209408480 15
11 276 1759437757209408512 46
11 276 1759437757209410792 11
11 277 1759437761037961216 19
11 277 1759437761037961224 12
11 277 1759437761037961240 15
11 277 1759437761037961272 46
11 277 1759437761037963552 11
11 278 1759437763823051192 19
11 278 1759437763823051200 12
11 278 1759437763823051216 15
11 278 1759437763823051248 46
11 278 1759437763823053528 11
11 279 1759437766012513040 19
11 279 1759437766012513048 12
11 279 1759437766012513064 15
11 279 1759437766012513096 46
11 279 1759437766012515376 11
11 280 1759437768101093480 19
11 280 1759437768101093488 12
11 280 1759437768101093504 15
11 280 1759437768101093536 46
11 280 1759437768101095816 11
11 281 1759437771010872088 19
11 281 1759437771010872096 12
11 281 1759437771010872112 15
11 281 1759437771010872144 46
11 281 1759437771010874424 11
11 282 1759437774030690736 19
11 282 1759437774030690744 12
11 282 1759437774030690760 15
11 282 1759437774030690792 46
11 282 1759437774030693072 11
11 283 1759437776338914032 19
11 283 1759437776338914040 12
11 283 1759437776338914056 15
11 283 1759437776338914088 46
11 283 1759437776338916368 11
11 284 1759437778580623960 19
11 284 1759437778580623968 12
11 284 1759437778580623984 15
11 284 1759437778580624016 46
11 284 1759437778580626296 11
11 285 1759437781073598792 19
11 285 1759437781073598800 12
11 285 1759437781073598816 15
11 285 1759437781073598848 46
11 285 1759437781073601128 11
11 286 1759437783795913056 19
11 286 1759437783795913064 12
11 286 1759437783795913080 15
11 286 1759437783795913112 46
11 286 1759437783795915392 11
11 287 1759437785829180952 19
11 287 1759437785829180960 12
11 287 1759437785829180976 15
11 287 1759437785829181008 46
11 287 1759437785829183288 11
11 288 1759437790283601352 19
11 288 1759437790283601360 12
11 288 1759437790283601376 15
11 288 1759437790283601408 46
11 288 1759437790283603688 11
11 289 1759437793452544976 19
11 289 1759437793452544984 12
11 289 1759437793452545000 15
11 289 1759437793452545032 46
11 289 1759437793452547312 11
11 290 1759437798040775240 19
11 290 1759437798040775248 12
11 290 1759437798040775264 15
11 290 1759437798040775296 46
11 290 1759437798040777576 11
11 291 1759437801452867360 19
11 291 1759437801452867368 12
11 291 1759437801452867384 15
11 291 1759437801452867416 46
11 291 1759437801452869696 11
11 292 1759437804687860080 19
11 292 1759437804687860088 12
11 292 1759437804687860104 15
11 292 1759437804687860136 46
11 292 1759437804687862416 11
11 293 1759437806804625680 19
11 293 1759437806804625688 12
11 293 1759437806804625704 15
11 293 1759437806804625736 46
11 293 1759437806804628016 11
11 294 1759437811585641160 19
11 294 1759437811585641168 12
11 294 1759437811585641184 15
11 294 1759437811585641216 46
11 294 1759437811585643496 11
11 295 1759437814242183784 19
11 295 1759437814242183792 12
11 295 1759437814242183808 15
11 295 1759437814242183840 46
11 295 1759437814242186120 11
11 296 1759437816362051200 19
11 296 1759437816362051208 12
11 296 1759437816362051224 15
11 296 1759437816362051256 46
11 296 1759437816362053536 11
11 297 1759437818882516144 19
11 297 1759437818882516152 12
11 297 1759437818882516168 15
11 297 1759437818882516200 46
11 297 1759437818882518480 11
11 298 1759437821679831768 19
11 298 1759437821679831776 12
11 298 1759437821679831792 15
11 298 1759437821679831824 46
11 298 1759437821679834104 11
11 299 1759437825980945920 19
11 299 1759437825980945928 12
11 299 1759437825980945944 15
11 299 1759437825980945976 46
11 299 1759437825980948256 11
11 300 1759437828416292488 19
11 300 1759437828416292496 12
11 300 1759437828416292512 15
11 300 1759437828416292544 46
11 300 1759437828416294824 11
11 301 1759437831559335648 19
11 301 1759437831559335656 12
11 301 1759437831559335672 15
11 301 1759437831559335704 46
11 301 1759437831559337984 11
11 302 1759437834969080648 19
11 302 1759437834969080656 12
11 302 1759437834969080672 15
11 302 1759437834969080704 46
11 302 1759437834969082984 11
11 303 1759437837250892768 19
11 303 1759437837250892776 12
11 303 1759437837250892792 15
11 303 1759437837250892824 46
11 303 1759437837250895104 11
11 304 1759437839613131248 19
11 304 1759437839613131256 12
11 304 1759437839613131272 15
11 304 1759437839613131304 46
11 304 1759437839613133584 11
11 305 1759437841923193784 19
11 305 1759437841923193792 12
11 305 1759437841923193808 15
11 305 1759437841923193840 46
11 305 1759437841923196120 11
11 306 1759437844928996488 19
11 306 1759437844928996496 12
11 306 1759437844928996512 15
11 306 1759437844928996544 46
11 306 1759437844928998824 11
11 307 1759437852730151728 19
11 307 1759437852730151736 12
11 307 1759437852730151752 15
11 307 1759437852730151784 46
11 307 1759437852730154064 11
11 308 1759437855884817672 19
11 308 1759437855884817680 12
11 308 1759437855884817696 15
11 308 1759437855884817728 46
11 308 1759437855884820008 11
11 309 1759437859166385464 19
11 309 1759437859166385472 12
11 309 1759437859166385488 15
11 309 1759437859166385520 46
11 309 1759437859166387800 11
11 310 1759437862623852656 19
11 310 1759437862623852664 12
11 310 1759437862623852680 15
11 310 1759437862623852712 46
11 310 1759437862623854992 11
11 311 1759437867515580368 19
11 311 1759437867515580376 12
11 311 1759437867515580392 15
11 311 1759437867515580424 46
11 311 1759437867515582704 11
11 312 1759437869694336024 19
11 312 1759437869694336032 12
11 312 1759437869694336048 15
11 312 1759437869694336080 46
11 312 1759437869694338360 11
11 313 1759437872202997488 19
11 313 1759437872202997496 12
11 313 1759437872202997512 15
11 313 1759437872202997544 46
11 313 1759437872202999824 11
11 314 1759437876602317408 19
11 314 1759437876602317416 12
11 314 1759437876602317432 15
11 314 1759437876602317464 46
11 314 1759437876602319744 11
11 315 1759437880568953416 19
11 315 1759437880568953424 12
11 315 1759437880568953440 15
11 315 1759437880568953472 46
11 315 1759437880568955752 11
11 316 1759437883358265336 19
11 316 1759437883358265344 12
11 316 1759437883358265360 15
11 316 1759437883358265392 46
11 316 1759437883358267672 11
11 317 1759437885409925800 19
11 317 1759437885409925808 12
11 317 1759437885409925824 15
11 317 1759437885409925856 46
11 317 1759437885409928136 11
11 318 1759437888697815664 19
11 318 1759437888697815672 12
11 318 1759437888697815688 15
11 318 1759437888697815720 46
11 318 1759437888697818000 11
11 319 1759437890928006976 19
11 319 1759437890928006984 12
11 319 1759437890928007000 15
11 319 1759437890928007032 46
11 319 1759437890928009312 11
11 320 1759437896668981224 19
11 320 1759437896668981232 12
11 320 1759437896668981248 15
11 320 1759437896668981280 46
11 320 1759437896668983560 11
11 321 1759437898982606424 19
11 321 1759437898982606432 12
11 321 1759437898982606448 15
11 321 1759437898982606480 46
11 321 1759437898982608760 11
11 322 1759437903260267416 19
11 322 1759437903260267424 12
11 322 1759437903260267440 15
11 322 1759437903260267472 46
11 322 1759437903260269752 11
11 323 1759437905445928744 19
11 323 1759437905445928752 12
11 323 1759437905445928768 15
11 323 1759437905445928800 46
11 323 1759437905445931080 11
11 324 1759437908575136368 19
11 324 1759437908575136376 12
11 324 1759437908575136392 15
11 324 1759437908575136424 46
11 324 1759437908575138704 11
11 325 1759437911453587160 19
11 325 1759437911453587168 12
11 325 1759437911453587184 15
11 325 1759437911453587216 46
11 325 1759437911453589496 11
11 326 1759437913555050448 19
11 326 1759437913555050456 12
11 326 1759437913555050472 15
11 326 1759437913555050504 46
11 326 1759437913555052784 11
11 327 1759437915959991224 19
11 327 1759437915959991232 12
11 327 1759437915959991248 15
11 327 1759437915959991280 46
11 327 1759437915959993560 11
11 328 1759437918355115064 19
11 328 1759437918355115072 12
11 328 1759437918355115088 15
11 328 1759437918355115120 46
11 328 1759437918355117400 11
11 329 1759437921400299320 19
11 329 1759437921400299328 12
11 329 1759437921400299344 15
11 329 1759437921400299376 46
11 329 1759437921400301656 11
11 330 1759437924830188504 19
11 330 1759437924830188512 12
11 330 1759437924830188528 15
11 330 1759437924830188560 46
11 330 1759437924830190840 11
11 331 1759437927300994792 19
11 331 1759437927300994800 12
11 331 1759437927300994816 15
11 331 1759437927300994848 46
11 331 1759437927300997128 11
11 332 1759437930343320760 19
11 332 1759437930343320768 12
11 332 1759437930343320784 15
11 332 1759437930343320816 46
11 332 1759437930343323096 11
11 333 1759437933624253416 19
11 333 1759437933624253424 12
11 333 1759437933624253440 15
11 333 1759437933624253472 46
11 333 1759437933624255752 11
11 334 1759437935733229560 19
11 334 1759437935733229568 12
11 334 1759437935733229584 15
11 334 1759437935733229616 46
11 334 1759437935733231896 11
11 335 1759437937868249328 19
11 335 1759437937868249336 12
11 335 1759437937868249352 15
11 335 1759437937868249384 46
11 335 1759437937868251664 11
11 336 1759437940136630800 19
11 336 1759437940136630808 12
11 336 1759437940136630824 15
11 336 1759437940136630856 46
11 336 1759437940136633136 11
11 337 1759437944685004736 19
11 337 1759437944685004744 12
11 337 1759437944685004760 15
11 337 1759437944685004792 46
11 337 1759437944685007072 11
