trackTargetTrigger groupIndex triggerTime triggerWord
11 159 1759437388383603456 46
11 159 1759437388383605736 11
11 160 1759437391454990072 19
11 160 1759437391454990080 12
11 160 1759437391454990096 15
11 160 1759437391454990128 46
11 160 1759437391454992408 11
11 161 1759437393666484840 19
11 161 1759437393666484848 12
11 161 1759437393666484864 15
11 161 1759437393666484896 46
11 161 1759437393666487176 11
11 162 1759437397925551664 19
11 162 1759437397925551672 12
11 162 1759437397925551688 15
11 162 1759437397925551720 46
11 162 1759437397925554000 11
11 163 1759437400445999576 19
11 163 1759437400445999584 12
11 163 1759437400445999600 15
11 163 1759437400445999632 46
11 163 1759437400446001912 11
11 164 1759437403608546456 19
11 164 1759437403608546464 12
11 164 1759437403608546480 15
11 164 1759437403608546512 46
11 164 1759437403608548792 11
11 165 1759437406251656480 19
11 165 1759437406251656488 12
11 165 1759437406251656504 15
11 165 1759437406251656536 46
11 165 1759437406251658816 11
11 166 1759437408473513056 19
11 166 1759437408473513064 12
11 166 1759437408473513080 15
11 166 1759437408473513112 46
11 166 1759437408473515392 11
11 167 1759437411792513400 19
11 167 1759437411792513408 12
11 167 1759437411792513424 15
11 167 1759437411792513456 46
11 167 1759437411792515736 11
11 168 1759437418135144864 19
11 168 1759437418135144872 12
11 168 1759437418135144888 15
11 168 1759437418135144920 46
11 168 1759437418135147200 11
11 169 1759437420654059976 19
11 169 1759437420654059984 12
11 169 1759437420654060000 15
11 169 1759437420654060032 46
11 169 1759437420654062312 11
11 170 1759437424439570568 19
11 170 1759437424439570576 12
11 170 1759437424439570592 15
11 170 1759437424439570624 46
11 170 1759437424439572904 11
11 171 1759437426818205216 19
11 171 1759437426818205224 12
11 171 1759437426818205240 15
11 171 1759437426818205272 46
11 171 1759437426818207552 11
11 172 1759437429820430512 19
11 172 1759437429820430520 12
11 172 1759437429820430536 15
11 172 1759437429820430568 46
11 172 1759437429820432848 11
11 173 1759437432179097376 19
11 173 1759437432179097384 12
11 173 1759437432179097400 15
11 173 1759437432179097432 46
11 173 1759437432179099712 11
11 174 1759437434473398248 19
11 174 1759437434473398256 12
11 174 1759437434473398272 15
11 174 1759437434473398304 46
11 174 1759437434473400584 11
11 175 1759437437904166088 19
11 175 1759437437904166096 12
11 175 1759437437904166112 15
11 175 1759437437904166144 46
11 175 1759437437904168424 11
11 176 1759437440390835624 19
11 176 1759437440390835632 12
11 176 1759437440390835648 15
11 176 1759437440390835680 46
11 176 1759437440390837960 11
11 177 1759437442702757960 19
11 177 1759437442702757968 12
11 177 1759437442702757984 15
11 177 1759437442702758016 46
11 177 1759437442702760296 11
11 178 1759437444963373104 19
11 178 1759437444963373112 12
11 178 1759437444963373128 15
11 178 1759437444963373160 46
11 178 1759437444963375440 11
11 179 1759437447723591120 19
11 179 1759437447723591128 12
11 179 1759437447723591144 15
11 179 1759437447723591176 46
11 179 1759437447723593456 11
11 180 1759437451466761152 19
11 180 1759437451466761160 12
11 180 1759437451466761176 15
11 180 1759437451466761208 46
11 180 1759437451466763488 11
11 181 1759437453806244464 19
11 181 1759437453806244472 12
11 181 1759437453806244488 15
11 181 1759437453806244520 46
11 181 1759437453806246800 11
11 182 1759437457117326568 19
11 182 1759437457117326576 12
11 182 1759437457117326592 15
11 182 1759437457117326624 46
11 182 1759437457117328904 11
11 183 1759437462113283152 19
11 183 1759437462113283160 12
11 183 1759437462113283176 15
11 183 1759437462113283208 46
11 183 1759437462113285488 11
11 184 1759437468254907480 19
11 184 1759437468254907488 12
11 184 1759437468254907504 15
11 184 1759437468254907536 46
11 184 1759437468254909816 11
11 185 1759437470312036112 19
11 185 1759437470312036120 12
11 185 1759437470312036136 15
11 185 1759437470312036168 46
11 185 1759437470312038448 11
11 186 1759437472449469232 19
11 186 1759437472449469240 12
11 186 1759437472449469256 15
11 186 1759437472449469288 46
11 186 1759437472449471568 11
11 187 1759437475918237120 19
11 187 1759437475918237128 12
11 187 1759437475918237144 15
11 187 1759437475918237176 46
11 187 1759437475918239456 11
11 188 1759437480101262496 19
11 188 1759437480101262504 12
11 188 1759437480101262520 15
11 188 1759437480101262552 46
11 188 1759437480101264832 11
11 189 1759437484842222184 19
11 189 1759437484842222192 12
11 189 1759437484842222208 15
11 189 1759437484842222240 46
11 189 1759437484842224520 11
11 190 1759437488300546664 19
11 190 1759437488300546672 12
11 190 1759437488300546688 15
11 190 1759437488300546720 46
11 190 1759437488300549000 11
11 191 1759437492485585624 19
11 191 1759437492485585632 12
11 191 1759437492485585648 15
11 191 1759437492485585680 46
11 191 1759437492485587960 11
11 192 1759437495479072792 19
11 192 1759437495479072800 12
11 192 1759437495479072816 15
11 192 1759437495479072848 46
11 192 1759437495479075128 11
11 193 1759437497626664472 19
11 193 1759437497626664480 12
11 193 1759437497626664496 15
11 193 1759437497626664528 46
11 193 1759437497626666808 11
11 194 1759437502257836728 19
11 194 1759437502257836736 12
11 194 1759437502257836752 15
11 194 1759437502257836784 46
11 194 1759437502257839064 11
11 195 1759437504608639432 19
11 195 1759437504608639440 12
11 195 1759437504608639456 15
11 195 1759437504608639488 46
11 195 1759437504608641768 11
11 196 1759437511872685920 19
11 196 1759437511872685928 12
11 196 1759437511872685944 15
11 196 1759437511872685976 46
11 196 1759437511872688256 11
11 197 1759437514760117000 19
11 197 1759437514760117008 12
11 197 1759437514760117024 15
11 197 1759437514760117056 46
11 197 1759437514760119336 11
11 198 1759437518113455248 19
11 198 1759437518113455256 12
